id	summary	status	owner	type	component	version
13775	Clarify in docs that filters don't work in ifequal	closed	nobody		Documentation	1
13755	HttpRequest.is_ajax() should be used together with vary_on_headers('HTTP_X_REQUESTED_WITH')	closed	nobody	Bug	Documentation	1
13466	Replacing Authentication Backend will remove User permission checking	closed	nobody		Documentation	1
12859	Incorrect docs on Updating multiple objects at once using related records	closed	dwillis		Documentation	1
12579	QuerySet.get_or_create()'s behavior depends on database's uniqueness restrictions	closed	Tim Graham <timograham@¡­>	Bug	Documentation	1
12536	Issue  with usage of @vary_on_cookie decorator with URLconf based cache_page usage	closed	nobody		Core (Cache system)	1
12457	"""IOError: Too many open files"" when pulling height and width values from a long list of ImageField containing Model objects."	closed	nobody		"Database layer (models, ORM)"	1
12373	Add keepdb option to test command	closed	nobody		Testing framework	1
12291	Order of app_store items should mirror INSTALLED_APPS	closed	nobody		"Database layer (models, ORM)"	1
12206	manage.py fails if management commands directory contains only bytecode files	closed	nobody	New feature	Core (Management commands)	1
12182	1.0.3 runtests.py fails to validate models on MySQL 5.1.34 on Windows XP	closed	nobody		Testing framework	1
12165	Ability to use SQL functions in queries	closed	nobody	New feature	"Database layer (models, ORM)"	1
12160	BooleanField clean method fails for false values	closed	nobody		Forms	1
12050	Provide a way to control markup standard for forms	closed	nobody	New feature	Forms	1
12039	Embbeding multiple images in html email	closed	moe		Core (Mail)	1
11932	smart_unicode does not always return a unicode	closed	nobody		Uncategorized	1
11900	commit_on_success: Handle Exception in commit()	closed	gabrielhurley		"Database layer (models, ORM)"	1
11896	Slovak locale translation update (1.0.X branch)	closed	nobody		Translations	1
11883	Docs should really point out that you can set template_name of a flatpage in the admin	closed	nobody		Documentation	1
11877	Document that request.get_host() fails when behind multiple reverse proxies	closed	nobody	Uncategorized	Documentation	1
11856	HttpRequest.path_info not mentioned in docs	closed	nobody		Documentation	1
11829	django-admin model validation mistake	closed	nobody		Core (Management commands)	1
11799	shortcoming in template language 'if' statement	closed	nobody		Template system	1
11679	FormWizard: security_hash() has issues with Safari leaving in \r\n	closed	nobody	Bug	contrib.formtools	1
11636	New intdot function for django.contrib.humanize	closed	nobody		Contrib apps	1
11617	Enhance User Message System	closed	nobody		contrib.auth	1
11614	Documentation for 1.1	closed	nobody		Documentation	1
11613	Add a --failfast argument to the testrunner	closed	kmtracey		Testing framework	1
11612	Model field 'Default' argument doesn't work as documented	closed			"Database layer (models, ORM)"	1
11611	"can't place two comment forms in one template. Because ""prefix"" attribute is not supported in __init__ of this form"	closed	nobody		contrib.comments	1
11610	NoReverseMatch on users with @ in name	closed	nobody		Core (Other)	1
11604	ChangeList should pass depth=1 to .select_related()	closed	nobody		contrib.admin	1
11595	Fixture validation errors should report their data	closed	raulcd	Cleanup/optimization	Core (Serialization)	1
11592	"""filter"" should ""filtered"" (just a typo)"	closed	nobody		Documentation	1
11588	I want a post removed from pygments	closed	nobody		File uploads/storage	1
11587	"Small error in tutorial (""poll_id"" should be ""object_id"")"	closed	nobody		Documentation	1
11584	Clarify InlineModelAdmin documentation	closed	nobody	Cleanup/optimization	Documentation	1
11583	Incomplete HTML Escaping	closed	nobody		Uncategorized	1
11581	URLField verify_exists blocks 401 respones	closed	nobody	Bug	Core (Other)	1
11579	Increase length of email field to accomodate Facebook proxied addresses	closed	nobody		contrib.auth	1
11577	PLNIPField validation error when empty	closed	nobody	Bug	contrib.localflavor	1
11576	FilterSpec and Null values	closed	nobody		contrib.admin	1
11570	Request and Response objects page not using unicode responses in examples	closed	nobody		Documentation	1
11568	Ordering by related attributes makes distinct() break	closed	nobody		"Database layer (models, ORM)"	1
11566	CSRF documentation problem	closed	nobody		Documentation	1
11561	raw_id_fields requires that the user has change permissions on the model class that is being linked to	new	nobody	Bug	contrib.admin	1
11557	get_latest_by should support multiple columns via tuple like ordering	new	nobody	New feature	"Database layer (models, ORM)"	1
11556	"""model module"" instead of ""model"" in tutorial."	closed	nobody		Documentation	1
11555	Undocumented contrib.sessions behaviour	closed	nobody	Bug	contrib.sessions	1
11551	URL not parsing file locator	closed	nobody		Forms	1
11547	Delete all takes a lot of time	closed	nobody		Uncategorized	1
11539	There is no ability to restore password at http://code.djangoproject.com site.	closed	nobody		*.djangoproject.com	1
11538	Documentation links wrong	closed	jbronn		GIS	1
11534	Very Bad Grammar in Admin Bulk Delete Warning	closed	nobody		contrib.admin	1
11533	AUTH_USE_MESSAGES	closed	nobody		Core (Other)	1
11531	Remove unused file django/contrib/admin/media/js/dateparse.js	closed	nobody	Cleanup/optimization	contrib.admin	1
11514	django.contrib.auth.views should accept extra_context parameter	closed	nobody		contrib.auth	1
11512	One character HTML typo in views/debug.py	closed	nobody		Uncategorized	1
11510	Import path for aggregates is incorrect	closed	nobody		Documentation	1
11507	Bengali (bn) translation	closed	nobody		Translations	1
11504	"Path saved in database, does not match path saved on the filesystem"	closed	nobody		File uploads/storage	1
11501	Punctuation error	closed	nobody		Documentation	1
11490	Editing a model that contains m2m inline hangs the server	closed	nobody		contrib.admin	1
11485	sitemap.xml doesn't support https urls	closed	nobody	Bug	HTTP handling	1
11484	GZipMiddleware should not compress images like PNGs / JPGs	closed	nobody		HTTP handling	1
11483	DB Cache backend should use value_to_db_datetime() on datetime values	closed	nobody		Core (Cache system)	1
11479	cache_page and last_modified decorators can't be used together	new	nobody	Bug	Core (Cache system)	1
11474	models.XMLField doesn't work as advertised	closed	nobody		Documentation	1
11472	Users not spanning relationship lookups	closed	nobody		"Database layer (models, ORM)"	1
11464	tutorial part 3: recommend removing 'mysite' from view prefix in polls specific urls.py	closed	nobody		Documentation	1
11462	{% url %} tag is not working with the 'AS' modifier and named URLs	closed	nobody		Template system	1
11460	Admin changelist shows no rows with a non-zero count where ForeignKeys are used in list_display and data is bad	closed	nobody	Bug	Documentation	1
11457	Login Redirect Security Check Overly Broad	closed			contrib.auth	1
11453	"The Howto ""Error reporting via e-mail""  should mention the SERVER_EMAIL setting"	closed	nobody		Documentation	1
11451	Retrieving forms fields that are specific to a certian base class	closed	nobody		Uncategorized	1
11446	Adding dynamic label to GIcon	closed	nobody	New feature	GIS	1
11443	smart_str can't encode a unicde string	closed	nobody		Uncategorized	1
11436	_doctest.py needs updating	closed	nobody	Bug	Testing framework	1
11435	Django Language Code	closed	nobody		Internationalization	1
11434	AdminInterface filter_horizontal  add/remove buttons have big focus borders	closed	nobody		contrib.admin	1
11432	prepopulated_fields should work for non-slug fields	closed	nobody	Uncategorized	contrib.admin	1
11431	prepopulated_fields fails to update multiple fields from one source	closed	nobody		contrib.admin	1
11430	Test	closed	nobody		HTTP handling	1
11427	full text searching or indexer?	closed	nobody		Uncategorized	1
11425	Long snippets in local documentation are cut	closed	guard		Documentation	1
11423	id autofield not incrementing when id is explicitly defined in postgresql 8.3	closed	nobody		"Database layer (models, ORM)"	1
11419	Minor typo on admin dev docs?	closed	nobody		Documentation	1
11415	Django doesn't call delete() for relatively deleted objects.	closed	nobody		Uncategorized	1
11414	Calendar popup outside popup window in admin	closed	nobody		contrib.admin	1
11412	documentation on test fixtures is not clear on fixture's file naming	closed	nobody		Documentation	1
11411	DecimalField and NaN	closed	nobody		Forms	1
11406	Admin broken for subclasses of User	closed	nobody		contrib.admin	1
11404	add has_changed() method to formsets	closed	nobody	New feature	Forms	1
11403	Django Models - Default and Choices made  to Table Schema	closed	nobody	Bug	"Database layer (models, ORM)"	1
11402	exists() method on QuerySets	closed	nobody	Uncategorized	"Database layer (models, ORM)"	1
11401	OSM Admin broken after OpenLayers updated to version 2.8	closed	nobody		GIS	1
11395	"""manage.py syncdb"" raises OperationalError with pysqlite2 on Python 2.3.5"	closed	nobody		Uncategorized	1
11394	Should have a Form Variable for the Login method in Auth.Views	closed	nobody		contrib.auth	1
11393	query on decimal fields with long string representation of float causes exception	closed	nobody		Uncategorized	1
11391	"Legacy Database ""%"" escaping not documented"	closed	nobody	Bug	Core (Management commands)	1
11390	"If you use a callable as default value on a model field, it gets called 3 times."	new		Bug	Forms	1
11388	"Markdown ""safe"" feature unclear"	closed	nobody	Bug	contrib.markup	1
11385	DateTimeField doesn't accept ISO 8601 formatted date string	closed	nobody		"Database layer (models, ORM)"	1
11384	Django Internationalization override translation mechanisim not working as expected	closed	jezdez		Internationalization	1
11382	ADMINS and MANAGERS settings	closed	nobody		Uncategorized	1
11380	missed error description and line (and file) which contains it [TIP]	closed	nobody		Uncategorized	1
11377	Filters should apply safe-ness rules to filter arguments	closed	nobody		Template system	1
11376	Some escaping tests	closed	nobody		Testing framework	1
11370	"GeoQuery works fine in 1.0.2, but chokes on latest SVN"	closed	nobody		GIS	1
11369	verbose_name_plural not inherited if base class is abstract.	closed	ramiro		"Database layer (models, ORM)"	1
11368	debug error reporter should include traceback for nested exceptions	closed	nobody		Core (Other)	1
11366	"mysql table name changed after command, 'python manage.py inspectdb > mysite/myapp/models.py'"	closed	nobody		Uncategorized	1
11364	Suggest use of `url` tag to locate i18n javascript view	closed	nobody		Documentation	1
11360	Djangobook website misdirecting link needs updating	closed	nobody		Uncategorized	1
11358	"Flatpage sitemap shows all pages, even private pages"	closed	kmtracey		Contrib apps	1
11357	contrib.admindocs ignores many-to-many relations	closed	nobody		Contrib apps	1
11353	use sphinx autodoc directives on geodjango application	closed	nobody		GIS	1
11351	IE6 times out in the Django Development Server when a Request.Post is passed	closed	nobody		HTTP handling	1
11349	Error in sql request	closed	nobody		Uncategorized	1
11346	repr(request) is unavailable if model instance stored in request.META	closed	nobody		Core (Other)	1
11344	Update Documentation About Mod-wsgi/django installation	closed	nobody		Documentation	1
11342	Allow non-HTML output for restructuredtext markup filter	closed	nobody	New feature	Template system	1
11341	Dot symbols in url in flatpages	closed	nobody		Contrib apps	1
11338	mytest	closed	nobody		Uncategorized	1
11337	Possible missing comma in Tutorial Part 1 (but the interpreter is the final authority)	closed	nobody		Documentation	1
11332	Group by doesn't work properly with PosgreSQL	closed	nobody		Uncategorized	1
11331	Memcached backend closes connection after every request	new	nobody	Cleanup/optimization	Core (Cache system)	1
11330	djangoproject.com mailservers misconfigured	closed	nobody		*.djangoproject.com	1
11329	get_count generates incorrect SQL for query sets with extra 'select' and 'where'	closed	nobody	Bug	"Database layer (models, ORM)"	1
11328	Bug in tutorial03	closed	nobody		Documentation	1
